City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
Vanavara,RU,60.34,102.2797,-28.98,99,70,1.0,broken clouds
Wajir,KE,1.7471,40.0573,26.72,70,95,5.56,overcast clouds
Yar-Sale,RU,66.8333,70.8333,-18.7,93,100,6.46,overcast clouds
Maposeni,TZ,-10.5833,35.4,21.73,41,79,2.02,broken clouds
Walvis Bay,NA,-22.9575,14.5053,18.53,77,0,6.17,clear sky
Mantua,IT,45.1667,10.7833,7.07,92,100,1.34,light rain
Totness,SR,5.8833,-56.3167,26.28,80,42,3.6,scattered clouds
Sola,VU,-13.8833,167.55,27.41,77,100,4.3,overcast clouds
Saint Anthony,US,45.0205,-93.218,-5.04,60,90,2.24,light snow
Okhotsk,RU,59.3833,143.3,-27.15,81,87,6.04,overcast clouds
Samarai,PG,-10.6167,150.6667,28.04,75,85,4.12,overcast clouds
Panama City,PA,8.9936,-79.5197,31.97,77,40,3.6,scattered clouds
Belen,TR,36.4891,36.2233,0.08,100,40,1.54,mist
Fuyang,CN,32.9,115.8167,-6.49,31,78,2.78,broken clouds
Sungaipenuh,ID,-2.0833,101.3833,17.27,97,100,0.77,overcast clouds
Xinzhi,CN,36.4989,111.7047,-6.28,17,0,4.71,clear sky
Calbuco,CL,-41.768,-73.1273,21.56,78,0,5.61,clear sky
Santa Maria Del Oro,MX,25.9333,-105.3667,27.38,13,77,3.76,broken clouds
Orange Cove,US,36.6244,-119.3137,14.33,63,47,3.63,scattered clouds
Asnaes,DK,55.8123,11.5013,-1.73,76,2,4.34,clear sky
Manzhouli,CN,49.6,117.4333,-24.79,87,78,2.45,broken clouds
Te Anau,NZ,-45.4167,167.7167,15.17,67,15,3.28,few clouds
Lethem,GY,3.3803,-59.7968,32.34,45,94,4.2,overcast clouds
Ratnagiri,IN,16.9833,73.3,21.04,76,0,1.55,clear sky
Hervey Bay,AU,-25.2986,152.8535,24.46,83,100,3.22,overcast clouds
Sorong,ID,-0.8833,131.25,27.61,78,100,3.5,light rain
Puerto Leguizamo,CO,-0.1934,-74.7819,30.01,62,73,1.28,broken clouds
Iwanai,JP,42.9744,140.5089,-6.85,90,100,5.23,light snow
Beira,MZ,-19.8436,34.8389,27.05,89,40,3.09,scattered clouds
Dubno,UA,50.4169,25.7343,-7.28,90,84,2.59,broken clouds
Byron Bay,AU,-28.65,153.6167,21.6,92,76,2.17,broken clouds
Cherskiy,RU,68.75,161.3,-32.32,99,100,1.51,overcast clouds
Goderich,CA,43.7501,-81.7165,4.95,81,100,7.2,overcast clouds
Aykino,RU,62.2248,49.9922,-12.76,93,100,4.95,light snow
Alekseyevka,RU,50.6309,38.6903,-6.97,88,100,1.74,overcast clouds
Townsville,AU,-19.25,146.8,24.49,94,90,2.57,light intensity shower rain
Bezhta,RU,42.1338,46.1283,-9.27,59,34,2.6,scattered clouds
Sitka,US,57.0531,-135.33,-6.06,42,40,2.06,scattered clouds
Huarmey,PE,-10.0681,-78.1522,22.85,75,6,4.19,clear sky
Ovsyanka,RU,55.9575,92.5519,-23.21,98,100,1.39,overcast clouds
Corsicana,US,32.0954,-96.4689,28.09,59,1,2.24,clear sky
Moree,AU,-29.4667,149.85,20.01,77,69,3.09,broken clouds
Sri Aman,MY,1.2376,111.4621,25.05,94,100,0.0,overcast clouds
Maltahohe,NA,-24.8333,16.9833,18.46,42,0,5.38,clear sky
Severobaykalsk,RU,55.65,109.3167,-18.11,86,78,2.49,broken clouds
Luan,CH,46.3592,6.9759,3.09,90,100,1.71,overcast clouds
Montrose,US,38.4166,-108.2673,2.5,73,22,5.69,few clouds
Mazagao,BR,-0.115,-51.2894,24.03,96,100,2.32,moderate rain
Baracoa,CU,20.3467,-74.4958,25.43,78,59,3.0,broken clouds
Calnali,MX,20.9167,-98.5833,21.62,55,0,2.26,clear sky
Homer,US,59.6425,-151.5483,0.02,80,40,1.54,scattered clouds
Kaoma,ZM,-14.7833,24.8,19.01,85,100,1.2,light rain
El Tigre,VE,8.8875,-64.2454,28.51,56,97,4.87,overcast clouds
Sun Valley,US,39.5963,-119.776,6.8,76,75,4.02,broken clouds
Waipawa,NZ,-41.4122,175.5153,18.85,57,2,1.47,clear sky
Bozoum,CF,6.3193,16.3799,23.9,27,85,1.18,overcast clouds
Sinop,TR,41.7711,34.8709,-1.15,71,73,6.01,broken clouds
Santa Cruz,BO,-17.8,-63.1667,31.7,62,75,5.14,broken clouds
Macae,BR,-22.3708,-41.7869,24.93,78,20,3.09,few clouds
Kyren,RU,51.6828,102.1408,-13.35,69,35,1.12,scattered clouds
Burnie,AU,-41.0667,145.9167,13.64,56,2,5.28,clear sky
Wukari,NG,7.85,9.7833,26.79,19,57,2.18,broken clouds
Batagay,RU,67.6333,134.6333,-44.73,98,95,1.48,overcast clouds
Itapora,BR,-22.0799,-54.7874,36.3,19,13,2.48,few clouds
Bombay,IN,19.0144,72.8479,22.99,78,0,1.54,haze
Khash,IR,28.2211,61.2158,12.71,61,96,2.39,overcast clouds
Lasa,IT,46.6166,10.7002,5.7,85,100,1.26,overcast clouds
Aleksandrow Kujawski,PL,52.8766,18.6935,-8.07,91,8,3.53,clear sky
Bria,CF,6.5423,21.9863,25.76,32,85,2.03,overcast clouds
Ubinskoye,RU,55.3068,79.6802,-11.45,88,100,3.43,overcast clouds
Seguela,CI,7.9611,-6.6731,27.11,28,12,1.44,few clouds
Jablah,SY,35.3614,35.9256,8.16,87,0,2.57,clear sky
Hualmay,PE,-11.0964,-77.6139,22.29,75,38,4.44,scattered clouds
Saint-Pierre,RE,-21.3393,55.4781,26.82,71,94,3.09,overcast clouds
Havoysund,NO,70.9963,24.6622,-4.51,67,100,10.91,overcast clouds
Emba,KZ,48.8264,58.1442,-17.34,91,6,2.76,clear sky
Tromso,NO,69.6496,18.957,-9.99,92,75,1.54,broken clouds
Richards Bay,ZA,-28.783,32.0377,20.73,86,57,3.62,broken clouds
Aguimes,ES,27.9054,-15.4461,18.35,68,20,3.6,few clouds
Laguna,US,38.421,-121.4238,10.26,93,90,0.89,moderate rain
Malartic,CA,48.1335,-78.1328,-3.1,92,100,1.07,light snow
Namyslow,PL,51.0759,17.7228,-2.45,66,0,0.28,clear sky
Vagur,FO,61.4732,-6.8119,5.2,61,91,9.43,overcast clouds
Marivan,IR,35.5219,46.176,-0.63,69,1,2.09,clear sky
Ostrovnoy,RU,68.0531,39.5131,-8.51,91,100,7.28,light snow
Antofagasta,CL,-23.65,-70.4,22.6,67,70,3.54,broken clouds
Port Victoria,KE,0.0939,33.9756,21.26,80,99,3.53,moderate rain
Ahipara,NZ,-35.1667,173.1667,22.77,64,89,1.23,overcast clouds
Omboue,GA,-1.5746,9.2618,25.68,88,97,3.76,overcast clouds
Teguise,ES,29.0605,-13.564,18.12,73,20,2.06,few clouds
Yinchuan,CN,38.4681,106.2731,-12.47,23,1,1.32,clear sky
Kuusamo,FI,65.9667,29.1833,-12.98,78,90,2.57,light snow
Along,IN,28.1667,94.7667,7.65,75,28,0.77,scattered clouds
Tambun,ID,-6.2641,107.0712,28.05,83,100,1.09,moderate rain
Ambon,ID,-3.6954,128.1814,30.08,66,40,3.6,scattered clouds
Bronnoysund,NO,65.4625,12.1997,-1.0,86,75,2.06,light snow
Banda Aceh,ID,5.5577,95.3222,24.89,84,18,4.01,few clouds
Nouadhibou,MR,20.931,-17.0347,20.99,60,0,5.14,clear sky
Avera,US,33.194,-82.5271,22.93,63,0,6.51,clear sky
El Seibo,DO,18.7641,-69.0375,29.74,77,48,3.78,scattered clouds
Ngunguru,NZ,-35.6167,174.5,22.31,81,100,2.77,overcast clouds
Derzhavinsk,KZ,51.1,66.3167,-23.21,100,36,3.06,scattered clouds
Alihe,CN,50.5667,123.7167,-26.85,95,10,1.49,clear sky
Najran,SA,17.4924,44.1277,21.36,28,0,1.12,clear sky
Ojinaga,MX,29.5667,-104.4167,30.53,26,1,5.14,clear sky
Caldwell,US,43.6629,-116.6874,3.15,89,90,5.66,light rain
Istok,XK,42.7808,20.4875,7.51,96,100,0.42,overcast clouds
Hurricane,US,37.1753,-113.2899,13.19,53,84,2.98,broken clouds
Kungurtug,RU,50.5994,97.5228,-23.75,84,34,0.84,scattered clouds
Ca Mau,VN,9.1769,105.15,23.2,93,24,2.4,few clouds
Port Lincoln,AU,-34.7333,135.8667,15.55,70,30,8.25,scattered clouds
Marsh Harbour,BS,26.5412,-77.0636,23.22,56,0,0.85,clear sky
Port Hueneme,US,34.1478,-119.1951,14.85,77,90,3.09,overcast clouds
Ternate,ID,0.8,127.4,27.17,81,96,5.52,light rain
Dingle,PH,10.9995,122.6711,23.25,94,100,3.66,overcast clouds
Komsomolskiy,UZ,40.4272,71.7189,2.68,86,100,3.09,mist
Luanda,AO,-8.8368,13.2343,25.0,83,40,4.12,scattered clouds
Corciano,IT,43.129,12.2874,13.01,92,75,3.6,broken clouds
Bandrele,YT,-12.9067,45.1914,26.86,83,0,1.03,clear sky
Aripuana,BR,-9.1667,-60.6333,27.35,86,98,0.75,overcast clouds
Capoterra,IT,39.1763,8.9718,14.88,79,20,2.57,few clouds
Wanning,CN,18.8003,110.3967,21.02,87,100,7.47,overcast clouds
Paracatu,BR,-17.2222,-46.8747,23.69,74,58,1.36,broken clouds
Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,-6.67,100,90,2.0,heavy shower snow
Faya,SA,18.3851,42.4509,16.06,70,14,0.45,few clouds
Ponta Delgada,PT,37.7333,-25.6667,19.17,94,75,10.8,broken clouds
Koudougou,BF,12.25,-2.3667,27.26,16,100,4.63,overcast clouds
Kanniyakumari,IN,8.0833,77.5667,23.82,76,6,7.93,clear sky
Bubaque,GW,11.2833,-15.8333,26.94,73,100,4.76,overcast clouds
Nadym,RU,65.5333,72.5167,-23.86,95,88,5.76,overcast clouds
Rayong,TH,12.8333,101.4333,24.43,99,58,1.33,broken clouds
Hobyo,SO,5.3505,48.5268,25.56,71,70,5.54,broken clouds
Bowen,AU,-20.0167,148.2333,24.12,71,100,2.64,overcast clouds
Dapdap,PH,12.062,125.4881,26.01,85,95,6.66,overcast clouds
Trairi,BR,-3.2778,-39.2689,27.34,75,71,3.85,broken clouds
Turbat,PK,26.0023,63.044,20.79,82,100,1.18,overcast clouds
Camacha,PT,33.0833,-16.3333,17.68,94,40,6.17,scattered clouds
Pula,HR,44.8683,13.8481,11.75,100,90,1.54,mist
Ilebo,CD,-4.3167,20.5833,21.95,98,100,0.46,overcast clouds
Sayyan,YE,15.1718,44.3244,12.07,29,1,0.65,clear sky
Bagan,RU,54.1001,77.6646,-11.09,95,100,4.81,light snow
Humboldt,US,40.6665,-123.9178,4.92,85,94,1.43,light rain
Valleyview,CA,55.0667,-117.2859,-29.98,69,100,3.6,overcast clouds
Touros,BR,-5.1989,-35.4608,29.5,78,97,3.14,overcast clouds
Pavino,RU,59.1139,46.1414,-8.7,94,100,4.46,light snow
Moramanga,MG,-18.9333,48.2,20.11,99,100,0.95,overcast clouds
Manggar,ID,-2.8833,108.2667,25.27,87,100,2.3,overcast clouds
Leninskoye,KZ,41.7589,69.3864,5.96,65,100,0.72,overcast clouds
Vieques,PR,18.425,-65.8329,28.01,65,40,6.69,scattered clouds
Dhangadhi,NP,28.7079,80.5961,12.12,56,46,1.53,scattered clouds
Dalbandin,PK,28.8947,64.4101,14.96,40,99,2.16,overcast clouds
Naze,JP,28.3667,129.4833,10.94,74,100,9.05,overcast clouds
Sobolevo,RU,54.4299,31.8996,-7.7,92,100,5.91,light snow
Bam,IR,29.106,58.357,12.57,38,84,2.69,broken clouds
Kodinsk,RU,58.6881,99.1844,-26.8,95,33,0.51,scattered clouds
Lavrentiya,RU,65.5833,-171.0,-12.37,87,100,1.29,overcast clouds
Ucluelet,CA,48.9329,-125.5528,0.61,83,100,0.45,light snow
Coahuayana,MX,18.7333,-103.6833,29.37,57,68,3.1,broken clouds
Makokou,GA,0.5738,12.8642,25.34,67,100,0.53,overcast clouds
Bonthe,SL,7.5264,-12.505,26.79,75,11,3.12,few clouds
Zhangye,CN,38.9342,100.4517,-13.9,84,6,0.21,clear sky
Zyryanka,RU,65.75,150.85,-29.85,97,100,2.51,overcast clouds
Kapuskasing,CA,49.4169,-82.4331,-4.95,80,75,4.63,light snow
Egvekinot,RU,66.3167,-179.1667,-22.53,96,100,3.71,overcast clouds
Isla Vista,US,34.4133,-119.861,15.19,68,90,1.54,overcast clouds
Certegui,CO,5.3707,-76.6044,26.68,92,79,1.9,broken clouds
Urumqi,CN,43.801,87.6005,-11.47,85,75,2.0,light snow
Kasongo-Lunda,CD,-6.4667,16.8167,21.75,97,100,0.31,overcast clouds
Comodoro Rivadavia,AR,-45.8667,-67.5,23.92,35,0,8.75,clear sky
Elizabeth City,US,36.2946,-76.2511,21.12,61,1,4.02,clear sky
Kathmandu,NP,27.7167,85.3167,6.12,100,40,1.03,mist
Lubango,AO,-14.9172,13.4925,16.64,45,78,1.55,broken clouds
Leshukonskoye,RU,64.8989,45.7622,-13.24,92,100,3.86,overcast clouds
Viedma,AR,-40.8135,-62.9967,30.95,18,0,4.75,clear sky
Kampene,CD,-3.6,26.6667,19.56,99,100,0.52,overcast clouds
Farafangana,MG,-22.8167,47.8333,24.62,91,57,4.11,moderate rain
Sulangan,PH,11.1373,123.7228,26.91,80,72,6.78,broken clouds
Maniitsoq,GL,65.4167,-52.9,-0.86,57,0,2.43,clear sky
Pathein,MM,16.7833,94.7333,17.83,91,0,2.29,clear sky
Yumbo,CO,3.5823,-76.4915,28.87,58,40,3.6,scattered clouds
Ugoofaaru,MV,5.6667,73.0,27.08,70,96,3.98,overcast clouds
Puerto Del Rosario,ES,28.5004,-13.8627,19.82,82,20,1.54,few clouds
Bandarbeyla,SO,9.4942,50.8122,25.31,67,100,5.19,overcast clouds
Lodja,CD,-3.4833,23.4333,20.95,93,100,0.79,overcast clouds
Phan Thiet,VN,10.9333,108.1,21.95,84,1,2.48,clear sky
Bahia Blanca,AR,-38.7196,-62.2724,32.97,18,2,3.74,clear sky
Yablonovo,RU,50.8523,37.3574,-8.08,91,100,1.99,overcast clouds
Popondetta,PG,-8.7537,148.2534,24.15,94,100,0.96,overcast clouds
Yining,CN,29.0361,114.5636,-0.42,68,100,3.08,overcast clouds
Beloha,MG,-25.1667,45.05,21.59,81,100,4.87,overcast clouds
Wembley,AU,-31.9333,115.8,28.11,38,0,11.32,clear sky
Pacifica,US,37.6138,-122.4869,11.64,87,90,1.34,mist
Uglovskoye,RU,51.3557,80.1942,-7.38,91,100,2.1,snow
Iberia,US,29.9502,-91.7507,26.04,82,100,4.84,overcast clouds
Korla,CN,41.7597,86.1469,-4.39,65,100,2.19,overcast clouds
General Roca,AR,-39.0333,-67.5833,36.22,8,0,5.16,clear sky
Gombe,NG,10.2897,11.1673,24.35,24,74,3.97,broken clouds
Gisborne,NZ,-38.6533,178.0042,21.08,62,92,1.08,overcast clouds
Chicama,PE,-7.8447,-79.1469,19.3,63,8,4.44,clear sky
Ortisoara,RO,45.9636,21.1983,8.86,100,100,7.21,light rain
Alanya,TR,36.5438,31.9998,12.07,66,94,3.3,overcast clouds
Quepos,CR,9.4236,-84.1652,30.88,77,30,1.61,scattered clouds
Camana,PE,-16.6228,-72.7111,21.95,78,73,2.09,broken clouds
Iracoubo,GF,5.4802,-53.2011,25.89,83,94,2.96,overcast clouds
Bainbridge,US,47.6262,-122.5212,4.35,86,90,2.68,overcast clouds
Sandpoint,US,48.2766,-116.5533,2.53,90,90,1.34,light snow
Hasaki,JP,35.7333,140.8333,2.22,65,100,4.7,overcast clouds
Tateyama,JP,34.9833,139.8667,4.01,62,96,6.39,overcast clouds
Lakes Entrance,AU,-37.8811,147.981,14.53,71,61,4.96,broken clouds
Elko,US,41.0002,-115.5012,3.36,80,27,2.24,scattered clouds
Ovalle,CL,-30.5983,-71.2003,26.46,42,71,4.05,broken clouds
Kriel,ZA,-26.2739,29.2253,14.89,89,90,1.17,light rain
Broken Hill,AU,-31.95,141.4333,16.84,55,50,7.72,scattered clouds
Clarksburg,US,39.2807,-80.3445,16.85,89,90,3.6,overcast clouds
Ishigaki,JP,24.3448,124.1572,17.93,76,100,13.42,overcast clouds
Vostok,RU,46.4856,135.8833,-34.85,98,91,2.06,overcast clouds
Santa Maria,BR,-29.6842,-53.8069,31.61,35,20,1.54,few clouds
Dicamay,PH,16.7561,122.0037,20.57,95,68,0.18,broken clouds
Cuamba,MZ,-14.8031,36.5372,24.97,72,74,2.4,broken clouds
Constitucion,CL,-35.3333,-72.4167,20.56,60,10,6.04,clear sky
Proletarsk,RU,46.7031,41.7192,4.83,88,100,9.02,overcast clouds
Kunashak,RU,55.7032,61.5498,-24.71,88,7,5.04,clear sky
Miracema Do Tocantins,BR,-9.5618,-48.3967,22.49,99,100,1.9,moderate rain
Alice Springs,AU,-23.7,133.8833,20.75,43,4,3.09,clear sky
Djambala,CG,-2.5447,14.7533,20.51,92,90,0.81,moderate rain
Jacareacanga,BR,-6.2222,-57.7528,25.27,93,100,0.37,light rain
Ust-Nera,RU,64.5667,143.2,-40.77,100,100,1.36,overcast clouds
Vao,NC,-22.6667,167.4833,25.56,76,95,5.09,overcast clouds
Lloydminster,CA,53.2835,-110.0016,-27.18,69,90,5.66,overcast clouds
Salalah,OM,17.0151,54.0924,23.05,60,0,2.57,clear sky
Kudahuvadhoo,MV,2.6708,72.8944,27.76,65,51,6.45,broken clouds
Xicotencatl,MX,23.0167,-98.8833,28.73,43,0,3.32,clear sky
Seminole,US,28.7086,-81.2081,26.9,52,1,1.34,clear sky
Canon City,US,38.441,-105.2424,14.64,23,1,2.24,clear sky
Dudinka,RU,69.4058,86.1778,-15.21,92,100,6.76,overcast clouds
San Jeronimo,PE,-11.9472,-75.2829,16.18,56,79,2.14,broken clouds
Bud,US,39.447,-86.1758,16.38,95,98,3.85,overcast clouds
Baykit,RU,61.67,96.37,-21.82,99,100,0.29,overcast clouds
Parit Buntar,MY,5.1267,100.4932,26.64,93,28,1.18,scattered clouds
Poya,NC,-21.35,165.15,27.06,75,64,1.91,broken clouds
Abha,SA,18.2164,42.5053,15.9,67,0,5.14,clear sky
Karlskoga,SE,59.3267,14.5239,-3.94,65,9,3.08,clear sky
Kuruman,ZA,-27.4524,23.4325,22.22,49,0,9.03,clear sky
Tamale,GH,9.4008,-0.8393,29.62,17,54,2.63,broken clouds
Saint-Joseph,RE,-21.3667,55.6167,25.21,87,96,0.6,overcast clouds
Albury,AU,-36.0833,146.9167,21.12,85,0,0.51,clear sky
Tucurui,BR,-3.7661,-49.6725,24.03,93,100,0.69,overcast clouds
Kosh-Agach,RU,50.0,88.6667,-25.4,70,16,1.39,few clouds
Grand-Santi,GF,4.25,-54.3833,24.09,95,100,0.78,overcast clouds
Katsuura,JP,35.1333,140.3,4.06,78,100,4.6,overcast clouds
Les Cayes,HT,18.2,-73.75,27.3,71,55,2.29,broken clouds
Tazovskiy,RU,67.4667,78.7,-19.62,94,100,6.2,overcast clouds
Rwamagana,RW,-1.9487,30.4347,16.69,96,100,0.86,moderate rain
Le Port,RE,-20.9373,55.2919,26.0,83,96,1.44,overcast clouds
El Prat De Llobregat,ES,41.3278,2.0947,16.23,72,20,3.6,light rain
Bathsheba,BB,13.2167,-59.5167,28.34,61,40,7.2,scattered clouds
Biltine,TD,14.5333,20.9167,21.99,20,91,4.24,overcast clouds
Loveland,US,40.3978,-105.075,14.33,26,1,2.68,clear sky
Lambare,PY,-25.3468,-57.6065,36.77,32,40,2.57,scattered clouds
Aksu,CN,41.1231,80.2644,-4.89,56,90,1.51,overcast clouds
Seymchan,RU,62.8833,152.4333,-30.21,95,100,1.55,overcast clouds
Bushehr,IR,28.9684,50.8385,17.05,51,0,7.2,clear sky
Riyadh,SA,24.6877,46.7219,13.08,56,100,5.41,overcast clouds
Mwinilunga,ZM,-11.7358,24.4293,18.0,92,100,0.44,overcast clouds
Port Shepstone,ZA,-30.7414,30.455,21.97,88,100,9.11,light rain
Lexington,US,37.9887,-84.4777,21.62,64,40,9.26,scattered clouds
Great Yarmouth,GB,52.6083,1.7305,4.69,70,24,9.33,few clouds
Russell,US,32.3502,-85.1999,23.06,66,75,3.09,broken clouds
Abalak,RU,58.1286,68.5944,-22.49,97,41,2.36,scattered clouds
Juneau,US,58.3019,-134.4197,-10.0,69,20,3.6,few clouds
Sayat,TM,38.7839,63.8803,0.93,69,100,5.12,overcast clouds
Price,US,39.5994,-110.8107,6.18,56,1,4.12,clear sky
Riachao,BR,-7.3619,-46.6172,22.46,95,100,2.83,moderate rain
Springfield,US,37.2153,-93.2982,19.62,47,1,1.79,clear sky
Sherbakul,RU,54.6316,72.3963,-25.74,99,8,1.58,clear sky
Panaba,MX,21.2833,-88.2667,28.78,37,0,2.34,clear sky
Porto Torres,IT,40.835,8.3972,15.1,92,98,6.8,overcast clouds
Miri,MY,4.4148,114.0089,25.08,94,20,0.0,few clouds
Daru,PG,-9.0763,143.2092,26.28,86,100,3.5,light rain
Port Moresby,PG,-9.4431,147.1797,24.68,94,40,3.09,scattered clouds
Luwuk,ID,-0.9516,122.7875,25.76,80,100,2.04,overcast clouds
Novikovo,RU,51.1537,37.8879,-10.82,92,100,1.97,overcast clouds
Talakan,RU,50.3167,130.3667,-37.29,100,66,0.34,broken clouds
Trelew,AR,-43.249,-65.3051,24.0,37,0,9.78,clear sky
Diapaga,BF,12.0708,1.7889,25.89,17,100,3.08,overcast clouds
Muravlenko,RU,63.7898,74.523,-24.0,97,85,5.35,overcast clouds
Bijar,IR,35.8668,47.6051,-4.56,74,2,1.34,clear sky
Inta,RU,66.0317,60.1659,-14.16,96,100,2.36,light snow
Pilar Do Sul,BR,-23.8131,-47.7164,22.36,62,2,4.94,clear sky
Zatoka,UA,46.0725,30.4654,2.3,93,89,5.62,overcast clouds
San Carlos De Bariloche,AR,-41.1456,-71.3082,27.86,17,0,9.26,clear sky
Nuristan,AF,35.3,70.8333,-9.76,92,100,1.35,light snow
Lima,PE,-12.0432,-77.0282,23.14,57,0,5.66,clear sky
Zeya,RU,53.75,127.2667,-28.22,95,74,0.83,broken clouds
Lodwar,KE,3.1191,35.5973,27.96,56,58,8.16,broken clouds
Atherton,GB,53.5237,-2.4935,4.05,82,100,1.34,overcast clouds
Beterou,BJ,9.1992,2.2586,28.37,23,19,1.93,few clouds
Stokmarknes,NO,68.5646,14.9108,-3.12,66,43,2.35,scattered clouds
Merauke,ID,-8.4667,140.3333,25.83,86,90,2.88,overcast clouds
Nikolayevsk-Na-Amure,RU,53.1406,140.73,-26.68,99,99,2.82,overcast clouds
Kuching,MY,1.55,110.3333,25.12,94,20,1.54,few clouds
Lock Haven,US,41.137,-77.4469,16.46,92,100,2.39,overcast clouds
Chilliwack,CA,49.1747,-121.9443,-1.15,84,100,2.24,snow
Gavle,SE,60.6745,17.1417,-2.25,85,79,4.85,broken clouds
Weligama,LK,5.9667,80.4167,21.8,83,97,2.09,overcast clouds
Rio Sereno,PA,8.8167,-82.8667,24.91,90,40,0.66,scattered clouds
California City,US,35.1258,-117.9859,14.58,55,1,7.15,clear sky
Bafata,GW,12.1667,-14.75,28.26,16,100,2.47,overcast clouds
Luganville,VU,-15.5333,167.1667,28.26,78,70,3.73,broken clouds
Mehamn,NO,71.0357,27.8492,-1.37,77,100,10.54,light snow
Tilichiki,RU,60.4667,166.1,-24.91,97,18,4.45,few clouds
Nhulunbuy,AU,-12.2333,136.7667,24.34,100,75,1.54,light rain
Miraflores,MX,19.2167,-98.8083,24.37,17,0,1.04,clear sky
Methoni,GR,36.8197,21.7049,12.9,72,72,3.19,broken clouds
Suntar,RU,62.1444,117.6319,-32.84,99,96,1.63,overcast clouds
Dori,BF,14.0354,-0.0345,24.41,12,100,4.56,overcast clouds
Villa Carlos Paz,AR,-31.4241,-64.4978,33.92,17,90,2.68,overcast clouds
Bull Savanna,JM,17.8868,-77.5902,25.84,68,82,0.71,broken clouds
Awbari,LY,26.5921,12.7805,12.89,36,0,3.68,clear sky
